ID,Title,Author,ISBN,"Total Copies","Available Copies","Record Status"
5142,"The Mitford Years","Katon Ja",9784135716821,1,1,active
5143,"The Mommy Brain","Elison Catherine",9781114762077,2,2,active
5144,"The Money In You","Stav Julie",9784787354143,1,1,active
5145,"The Monster Factory","Archer Mandy",9785647311689,2,2,active
5146,"The Most Obliging Man in Europe","Platt Christopher",9789266370089,2,2,active
5147,"The Myths","Damiana L. Eugenio",9788943830144,10,10,active
5148,"The National Council Licensure Examination","Eileen Mc Quaid",9787816560881,2,2,active
5149,"The National Interval Revenue Code","jose N. Nolledo",9784189024460,1,1,active
5150,"The National Service Training Program NSTP 2","Ernesto B. Andres",9782882617347,10,10,active
5151,"The Nature and Properties of Soil","Nyle C. Brady",9780873631495,2,2,active
5152,"The Negotiato","Frederick Forsyth",9781813722938,1,1,active
5153,"The New age baby name book","sue browder",9784503083494,1,1,active
5154,"The New American Revolution","Bruce Tammy",9781647649272,1,1,active
5155,"The New Book of Knowledge",Unknown,9788681337226,5,5,active
5156,"The New Book of Popular Science",Unknown,9787818155399,9,9,active
5157,"The New Cannoisseur's Handbook of California…","Ruby Norman S.",9785883021366,1,1,active
5158,"The New Dimensions in Learning English","Edra Mondano Dela Crus",9781603384179,2,2,active
5159,"The New Encyclopedia Britannica",Unknown,9788760287497,10,10,active
5160,"The New Global Tourism Characteristics","Charles W. Kegley Jr.",9787264881057,4,4,active
5161,"The New National International Revenue Code","Rodelio T. Dascil",9780391678125,9,9,active
5162,"The New Pasta Cook Book","Joanne Glynn",9788379398591,8,8,active
5163,"The New Police Report Manual","Devallis Rutledge",9780822781462,5,5,active
5164,"The New Rules of Management & PR","Scoot David Meerman",9785395369826,8,8,active
5165,"The new Webster's Library of Practical Information","Donald O. Bolander",9782072486111,1,1,active
5166,"The New Woman","Hassler Jon",9786230678011,2,2,active
5167,"The News Breaker","Garrison Larry",9786701412809,2,2,active
5168,"The Next Best Thing","Weiner Jennifer",9784712083629,2,2,active
5169,"The Night Before Christmas in Nevada","Carabine Sue",9788748562370,2,2,active
5170,"The Night of the Hunter","Davis Grubb",9781732776067,2,2,active
5171,"The Nine Mile Wolves","Bass Rick",9789513689902,1,1,active
5172,"The Nine Our New You","Miranda Llewellyn",9785741698433,2,2,active
5173,"The Norm Chronicks","Blastland Michael",9786337561841,2,2,active
5174,"The Northon Anthology of American Literature","Nina Baym",9783577778596,6,6,active
5175,"The Norton Anthology American Literature","Robert S. Levine",9789458361888,5,5,active
5176,"The Official Annual 2007","Doctor Who",9787448923962,1,1,active
5177,"The Official Annual 2008","Doctor Who",9784244502568,1,1,active
5178,"The Official England Little Book of Football","Reeves Jon",9780217829595,2,2,active
5179,"The Oktobertest Cookbook",Unknown,9786103763295,1,1,active
5180,"The Old Farmers Garden Fresh",Unknown,9780380437412,2,2,active
5181,"The Omega Custom Printmaking Manual…","Artemio I Panganiban",9786980865518,1,1,active
5182,"The On- Demand Brand","Mathieson Rick",9788619970785,1,1,active
5183,"The Oscar Puffin Book","Beresford Elisabeth",9789313294023,1,1,active
5184,"The Other Garden","Wyndham Francis",9785942501655,2,2,active
5185,"The other Side of The River","Kotlowitz Alex",9785557486323,2,2,active
5186,"The Pale of Settlement","Singer Margot",9780705605571,1,1,active
5187,"The Paradise of All These Parks","Mitchell John Hanson",9788410960060,1,1,active
5188,"The Paradise of All These Parts","Mitchell John Hansen",9781615317660,2,2,active
5189,"The Patriarch","Tifft Susan E.",9782445697915,1,1,active
5190,"The Penultimate Peril","Snicked Lemony",9784336975751,1,1,active
5191,"The Philipines : A Unique Nation","Sonia M. Zaide",9785460683420,10,10,active
5192,"The Philippines","Dann V. Hart",9780533882496,2,2,active
5193,"The Philippines a Visual Journey",Reyes,9789696608189,9,9,active
5194,"The Philippines Constitution","Enrique M. Fernando",9785880414031,7,7,active
5195,"The Philipppines -Development & Progress","Hamilton /Simpson",9783487451268,7,7,active
5196,"The Philipppines -Development & Progress","Felicitas T. Leogardo",9789379022936,4,4,active
5197,"The Physical Universe","Ronald G. Samec",9789443121343,4,4,active
5198,"The Physical World",Unknown,9785579990075,10,10,active
5199,"The Pig","Reid Lori",9785668723065,1,1,active
5200,"The Pocket Book of British Patriotism",Unknown,9786578371513,1,1,active
5201,"The Pocket Book Of Spurs","Cloake Martin",9784136777678,1,1,active
5202,"The Police & the Crime Problem ""The Annals""","Thomsten Sellin",9785932249673,8,8,active
5203,"The Police and the Community","Louis A. Rodelet",9787196755792,1,1,active
5204,"The Policeman","Fritz V. Quinanola",9782094540280,4,4,active
5205,"The Policeman: People's Finest Champion","Frits V. Quinanola",9789443882695,9,9,active
5206,"The PPDOC Security System","Christian G. Domingo",9786941366740,7,7,active
5207,"The Practical methodology of Forensic Photo…","Artemio I. Panganiban",9788996908784,2,2,active
5208,"The Practical Methodology of Forensic Photo…","David R. Redsicker",9783914183595,2,2,active
5209,"The Practice of Reasearch in Criminology.;..","Ronet Bachman",9789490444747,4,4,active
5210,"The Practice of Social Research","Earl Babbie",9787072544526,5,5,active
5211,"The Presidents Daughter","Jack Higgins",9788610954722,2,2,active
5212,"The Price of honor","David H. Hackworth",9784075193911,2,2,active
5213,"The Principles Of Exercise Theraphy","M. Dena Gardiner",9786037828039,2,2,active
5214,"The Private Lives of Pippa Lee","Miller Rebecca",9786899108584,2,2,active
5215,"The Private Lives of Pippo Lee","Miller Rebecca",9787707501399,2,2,active
5216,"The Private Security Agency Law","Miller F. Peckley",9789392567971,9,9,active
5217,"The Prize Winner of Detiance,ohio","Terry Ryan",9786317718623,2,2,active
5218,"The Problem of Order (What Unites..)","Dennis H. Wrong",9786786163382,2,2,active
5219,"The Prodigal","Lewis Beverly",9783813032628,2,2,active
5220,"The Profitable Chef","Jean-Pierre Eigenheer",9789864094660,6,6,active
5221,"The Progressive Music Series","Horatio Parker",9784977053641,6,6,active
5222,"The Promatch Essential Football Book","Marc Goldberg",9783495412176,2,2,active
5223,"The Public Humanities Turn","Philip Lewis",9782080128935,7,7,active
5224,"The Public Land Act Revised Forestry Code and…","CBSI Editorial Staff",9788280092052,6,6,active
5225,"The Purpose Driven Life","Rick Warren",9786504568697,1,1,active
5226,"The Quest for Meaning; A Guide to Semiotic Theory and Practice","Marcel Danesi",9789001923310,7,7,active
5227,"The Questioned Document Examination & …","Gregorio B. Mendoza",9785240415753,10,10,active
5228,"The Quilt In Country Cookbook",Unknown,9782768612770,2,2,active
5229,"The Quit Revolution","Edward B. Kiunisala",9783335694205,1,1,active
5230,"The Rants","Miller Dennis",9788445766163,1,1,active
5231,"The Reader's Digest Great",Unknown,9789506410315,1,1,active
5232,"The Reader's Digest Great Encyclopedia Dictionary",Unknown,9784173265237,8,8,active
5233,"The Readings in Philippine History","Rodolfo Martinez",9786554612036,6,6,active
5234,"The Real Me Is Thin","Weir Arabella",9786726440191,2,2,active
5235,"The Real Value of Training","Stone Ron Drew",9788928914357,10,10,active
5236,"The Research Recipe","Leah Moyao Donato",9785425628602,5,5,active
5237,"The Retail Revolution","Lichlenstein Nelson",9788138475136,2,2,active
5238,"The Revised Administrative Code w/ Annotations","Ruperto G. Martin",9784074918508,9,9,active
5239,"The Revised of Court ( Criminal Procedure )..","Vicente J. Francisco",9788240554651,6,6,active
5240,"The Revised of Court ( Evidence )..","Vicente J. Francisco",9782069061192,4,4,active
5241,"The Revised Penal Code","Ramon C. Aquino",9785973725303,10,10,active
5242,"The Revised Penal Code","Jose N. Nolledo",9781584643944,1,1,active
5243,"The Revised Penal Code Book 1 Understanding Criminal Law","Victor T. Tulalian",9782805400926,6,6,active
5244,"The Revised Penal Code Book I: Understanding ..","Tulalian Victor",9783195078733,10,10,active
5245,"The Revised Penal Code Book II Specific Crimes and Their Element","Victor T. Tulalian",9785390034323,4,4,active
5246,"The Revised Penal Code Book II: Specific Crimes","Tulalian Victor",9789262055553,9,9,active
5247,"The Revised Rules of Court in the Philippines","Vicente J. Francisco",9786284975654,9,9,active
5248,"The Revolution in the Schools","Ronals Gross",9788339399439,2,2,active
5249,"The Rinehort Handbook for Writers","Bannie Carter",9780951888575,4,4,active
5250,"The Rock Orchard","Wall Paula",9788280957283,2,2,active
5251,"The Romantic Novel Kiss The Moon Light","Cartland Barbara",9789783018983,1,1,active
5252,"The Royal Wulff Muders","Mc Cafferty Keith",9785984607452,2,2,active
5253,"The Rule Of Four","Caldwell Ian",9782567032717,2,2,active
5254,"The sacrifice","Beverly Lewis",9785875098024,2,2,active
5255,"The Salad Master","Paxton Rachel",9787520469074,1,1,active
5256,"The Santesson Recipe; Collection….",Unknown,9783906484778,2,2,active
5257,"The Scandalous Life of the Lawless Sisters","Ardagh Philip",9789202444072,1,1,active
5258,"The School and the Community School Culture and Organization Leadership","Greg Tabios Pawilen",9781971890111,5,5,active
5259,"The School Thesaurus","Lorna Sinclair Knight",9780367291693,1,1,active
5260,"The Science and Design of Engineering Materials","James P. Schaffer",9784261666472,10,10,active
5261,"The Seasons Pass",Unknown,9780793527564,1,1,active
5262,"The Secret of the Golden Pavilion","Keene Carolyn",9782083130010,2,2,active
5263,"The Secret Pilgrim","Carr'e John Le",9781832152907,2,2,active
5264,"The Secret to Saving and Building Future","Xuan Nguyen",9787416643083,4,4,active
5265,"The Secret Woman","Victoria Holt",9780428316723,2,2,active
5266,"The Serpent's Shadow","Riordan Rick",9782464471060,1,1,active
5267,"The Service Culture Playbook","Giji Mischel Dennard",9786067377880,4,4,active
5268,"The Seven Habits of Hignly Effective People","Stephen R. Covey",9781418100728,1,1,active
5269,"The Seven Principles of Golf","Gee Darrin",9788479801175,1,1,active
5270,"The Sexy Years","Somers Suzanne",9785647658579,1,1,active
5271,"The Shapes of Fiction Open & Closed","Beverly Gross",9787903367591,2,2,active
5272,"The Shasta of California and Oregon","Williams Jack S.",9787910999938,2,2,active
5273,"The Shunning","Beverly Lewis",9788486523084,2,2,active
5274,"The Silent Passage","Gail Sheeny",9784533430497,1,1,active
5275,"The Sisterhood of Blackbrry Cornr","Smith Andrea",9780700026753,1,1,active
5276,"The Snake Oil Wars","Godwin Parke",9784753964161,2,2,active
5277,"The Son of Neptune","Riordan Rick",9788251172301,1,1,active
5278,"The South Beach Diet","Agaston Arthur",9785821726339,1,1,active
5279,"The Spider Sapphire Mystery","Carolyn Keene",9788048088617,1,1,active
5280,"The Spirit of Hungary","Stephen Sisa",9782580443064,1,1,active
5281,"The Spirit of Thoreau","J. Parker Huber",9787721127162,2,2,active
5282,"The Spirit to Serve","J.W Marrriott Jr.",9780981766355,1,1,active
5283,"The Spotter's Guide to Urban Engineering","Claire Barratt",9781526737113,1,1,active
5284,"The Stage and the School","Schanker Harry",9787068686469,1,1,active
5285,"The Stars Shine Down","Sidney Sheldon",9781473594685,2,2,active
5286,"The State Boys Rebellion","Michael D'Antonio",9783742525772,2,2,active
5287,"The Storn","Tom Allen",9788997739516,2,2,active
5288,"The Story of Italian American Song","Rotella Mark",9786032370144,2,2,active
5289,"The Story of Maps","Rooney Anne",9780950715193,9,9,active
5290,"The Strangest Dinosour that Never Was","Arnone Marilyn",9783230477255,2,2,active
5291,"The Stray Shopping Carts","Montague Julian",9781159533847,2,2,active
5292,"The Student- Trainee's Guid to Intern.","Richard C. Ampo",9786290628810,4,4,active
5293,"The Subsidy Scandal","Pye-Smith Charlie",9786603098057,2,2,active
5294,"The Sugar House","Zippman Laura",9788343493635,1,1,active
5295,"The Sugar Mile","Maxwell Glyn",9786808779348,2,2,active
5296,"The Sure Thing","Adelson Eric",9782441676211,2,2,active
5297,"The Teacher and the Community School Culture","Helen B. Boholano",9788743096474,10,10,active
5298,"The Teacher and the School Curriculum","Greg Tabios Pawilen",9782932683483,2,2,active
5299,"The Teacher and the School Curriculum","Purita Bilbao",9780929516288,7,7,active
5300,"The Teaching & Assessment of Grammar","Remedios Bacus",9789084548264,9,9,active
5301,"The Teaching & Assessment of Literature Study","Remedios Bacus",9787733125811,5,5,active
5302,"The Teaching Profession","Purita P. Bilbao",9788766340417,5,5,active
5303,"The Teaching Profession","Bernadeth Ortinero Gallardo",9787447652245,8,8,active
5304,"The Teaching Profession","Madeline Fernando",9789685169219,7,7,active
5305,"The Temporary Groom","Joan Johnston",9785171352844,2,2,active
5306,"The Ten-Year Map","Wolitzer Meg",9784705005744,2,2,active
5307,"The Tender Years","Oke Janette",9788076648784,2,2,active
5308,"The Third Millennium","Ken Carey",9781383127607,2,2,active
5309,"The Thirty Mile Fire","Maclean John N.",9788335948228,2,2,active
5310,"The Thursday Club","Myrano Vincent",9785248816033,2,2,active
5311,"the Time In Between","Duenas Maria",9783417654615,2,2,active
5312,"The Transformation of Bartholomexy Fortuno","Bryson Ellen",9781191014731,2,2,active
5313,"The Tricky Part","Maran Martin",9782983584487,1,1,active
5314,"The Trotter Way To Miffions","Trotter Derek",9781277127713,1,1,active
5315,"The Truth About Getting In","Cohen Katherine",9786853909172,2,2,active
5316,"The Truth Is….","Etheridge Melissa",9784794080301,2,2,active
5317,"The Two Towers","J.R.R Tolken",9782906419964,1,1,active
5318,"The Ulimate Weight Solution","McGraw Phil",9788402937643,2,2,active
5319,"The Ultimate Bread Machine Cookbook",Unknown,9782658728024,2,2,active
5320,"The ultimate Golf book","Charles Mc Grath",9788656260085,1,1,active
5321,"The Ultimate Guide E-Commerce","John Vent Saint L. Pasahol",9785980188801,4,4,active
5322,"The Ultimate Weight Solution","Mc Graw Hill",9783005378282,1,1,active
5323,"The Unexpected Journey","Johnston George L.",9788722030710,2,2,active
5324,"The Unexpected Legacy of Divorce","Wallertein Judith",9788169223973,1,1,active
5325,"The unfinished Nation ( A Concise…)","Alan Brinkley",9786215415198,7,7,active
5326,"The Unincorporated War","Kolin Dani",9787027292946,1,1,active
5327,"The Unsinkable Heather Mills","Simpson Neil",9788635834924,1,1,active
5328,"The Use of Forensic Anthropology","Roberto B. Pickering",9786389874951,9,9,active
5329,"The uuse of Forensic Anthropology","Robert B. Pickering",9789109233557,2,2,active
5330,"The Vegetarian Curry Bide",Unknown,9787283463890,2,2,active
5331,"The Versatile Egg Cookbook",Unknown,9786190558750,1,1,active
5332,"The Very Best of Emeril",Unknown,9780296149904,1,1,active
5333,"The View From Babylon","Rawley Donald",9781679520273,2,2,active
5334,"The View From Mount Joy","Landvik Lorna",9784548118915,1,1,active
5335,"The Vines in Splendour","Helen Bianchin",9782845848740,2,2,active
5336,"The Visitant","Kathleen O'Neal Gear",9780092628863,2,2,active
5337,"The Waiter & Waitress and Waitstaff …","Lora Arduser",9788072008056,2,2,active
5338,"The Walk: Stories","Dayrit Joy J.",9780197435755,7,7,active
5339,"The Waltz King","Johann Strauses",9789255568084,1,1,active
5340,"The Warrior","Richey Thomas",9786900158126,2,2,active
5341,"The Watchman","Crais Robert",9786242494708,1,1,active
5342,"The Waxman Report","Waxman Henry",9782519067248,1,1,active
5343,"The Way Home","Spencer Katherine",9786095772480,2,2,active
5344,"The Way I See It","Patti Davis",9787476308359,2,2,active
5345,"The Way To Go","Ascher Kate",9782890910065,7,7,active
5346,"The we-force in Management","Lawrence G. Hrebiniak",9784741804202,1,1,active
5347,"The Wedding","Danielle Steel",9782305975733,1,1,active
5348,"the Whistleblower","Bolkovac Kathryn",9786828765758,1,1,active
5349,"The White Tiger","Aravind Adiga",9785258685681,2,2,active
5350,"The Wild Tribes of Davao Distric, Mindanao…","Fay- Cooper Cole",9780664878269,6,6,active
5351,"The Windsor Knot","An Elisbeth MacPherson My..",9788713000258,2,2,active
